#Coincident events which overlap by the sum of both gatelengths.
Ch0 time/s;(time ch.0 - time ch.1)/ns;energy ch.0;energy ch.1
31.19788309241454;-203.89230129209085;338;25
31.739082621534852;-84.03288958496476;307;28
31.838328958283515;171.28578944792483;37;34
32.392559234469275;-60.61747503915427;25630;1948
32.568150945521914;-119.45300264291309;139;43
32.9828693545184;85.34590348472985;224;24
33.22005177239783;-59.21067443226312;143;31
33.31816003174628;-176.06891151135474;333;38
34.899293883264605;-198.14004992169149;7;4
35.55963747132929;-90.37912343382929;6;7
35.790488199302196;-61.180195281910734;29263;1778
35.96514061034774;53.645996476115904;125;5
36.10588646506919;17.3505408183242;118;42
36.32693462195062;-202.11035385669538;295;58
36.79619570415427;-129.26934465544247;288;24
37.03292833758656;-94.16185395458106;177;51
37.204697986193096;339.5704042678152;163;43
37.33502926591621;-144.74415133124512;331;37
37.44292367130255;-92.31738204776822;208;7
37.58436039348473;-196.8895604933438;208;4
37.63399438770556;114.70114281519187;53;38
37.75011728335479;57.64756264682851;223;26
38.060305086895674;-194.57615505090055;217;41
39.702703347656374;-1.125440485512921;118;38
40.147131010822235;-90.72300802662491;197;24
40.50086462560848;-40.82847983555208;247;91
40.55992136460454;-80.03132341425216;274;36
40.70076201214565;-100.0391542678152;178;91
42.059697510138996;-201.07870007830854;233;44
42.54754685887499;-158.71837069303055;4;4
42.98698893385932;15.349757732967895;107;76
43.20097078387542;-223.74382096711042;195;54
44.56399848926549;-186.13535140955366;258;5
44.76224074059399;-92.63000440485514;165;61
45.19630234081111;-13.692859240407206;143;104
45.477262481953794;33.20049432263117;290;44
45.92305996237666;-55.36541944009397;169;25
46.18562708343567;122.98563527799531;49;65
46.66049407229444;-193.2318789154268;353;22
46.83443211940173;-1.5943740211433048;49;38
47.59681097283477;-148.0579483163665;350;23
47.92005526104579;-103.19664007439312;121;4
48.11445376075176;-234.09162098668756;194;22
48.373068987112184;70.24624363743149;179;29
48.92062479957713;-102.03993735317151;215;31
49.030077442184805;12.004698512137825;116;34
49.75803462971656;-138.8355887823023;213;37
49.99786237613712;-141.2115186961629;129;147
50.476180838428625;-53.36463635473767;186;4
50.54825059642656;-185.38505775254504;161;33
50.88462888023841;17.78821211824589;321;38
50.89054897827097;-213.95874119028977;157;27
50.94471499462112;7.127789741581833;194;57
51.73735927699821;-74.68548110806579;162;155
52.33140590963513;-206.45580462020362;79;41
52.771787664025055;-18.694816953797964;180;36
53.2383643639336;-22.727645360219267;87;212
53.3247280790603;-80.03132341425216;257;28
53.51308037975413;-32.29388948707909;126;48
54.38378758613474;-62.39942247454973;177;48
54.53033194967502;-223.8063454385278;347;29
54.72664251593114;265.7290035238841;165;35
54.86590580914369;-126.79962803445576;130;141
55.05942005916993;52.02036021926391;102;36
55.72394061049139;-177.0693030540329;276;45
56.21186684047414;-213.89621671887238;315;55
56.282891068200065;-190.16817981597495;194;39
56.50094417703884;-189.9806064017228;123;87
56.968533646053245;81.34433731401724;127;44
57.647177530097885;102.03993735317151;42;27
58.097524819924324;-161.40692296397808;157;45
58.67773046875269;-177.19435199686768;312;37
58.896521149581844;-255.03731891151136;293;26
59.86572803332027;1.3130138997650744;171;5
59.89432928432893;-190.8559490015662;191;46
60.589767246023094;-99.44517178935004;114;162
60.72355346794282;110.07433193030542;6307;1682
60.956101956151144;-185.51010669537982;323;6
61.399214587752546;-169.69141542678153;234;32
62.36705164094753;-168.06577916992953;110;26
62.68929703238841;-138.7418020751762;109;3
62.77676057935267;-157.40535679326547;132;30
62.776924467152874;112.38773737274865;199;727
62.933575915405555;-126.89341474158184;201;118
63.04775794779641;-220.36749951057166;305;35
63.46997862422609;86.7214418559123;72;29
63.87794251666992;-137.05364134690683;102;54
63.921940844150356;84.81444547768207;224;21
64.05253910292875;-132.05168363351606;114;48
64.15012548670812;-93.53660924040722;125;182
64.44605272;-41.641297963978076;284;29
66.13619196795358;70.71517717306187;47;32
66.32801236455474;-78.81209622161316;163;5
67.08142861255624;-181.03960698903683;167;38
67.4382322634534;-196.0767423649178;283;80
67.60929029419648;-48.45646534847299;105;52
67.61154347162882;-120.04698512137824;305;48
68.85848032006552;-123.92350234925608;7;6
69.25337874460455;-40.01566170712608;185;21
69.31839902660583;72.93479590837902;310;49
70.02513671583142;206.76842697729055;80;124
71.19700479070593;-86.12745937744715;117;34
71.66220466561472;-200.0783085356304;66;23
72.0109310027304;-145.36939604541897;228;54
73.0951218748618;-16.600247161315586;190;99
73.36765056949416;104.32208055990604;311;45
73.64356314638607;-70.02740798747064;104;26
73.73209458956362;237.1865823218481;35;67
73.73388832070478;-53.36463635473767;209;23
73.95975866031256;247.7532179913861;7;4
74.46036689574197;123.70466669929523;141;38
75.34226333368834;28.010963194988257;150;90
76.20797972299714;106.97937059514489;267;81
76.64523387859045;-53.36463635473767;4;5
77.80207928965936;-206.8934759201253;249;28
77.89107363998264;-154.56049334377448;282;32
79.50154237555208;-216.08457321848084;118;30
80.00079876988517;-129.39439359827722;271;72
80.146779093041;-14.661988547376666;128;42
80.44451813351758;103.47800019577134;390;603
80.59275445011416;-25.69755775254503;142;56
80.93452431097606;-57.459989232576355;227;66
84.17871428321065;33.82573903680501;10582;3
85.36033705287588;-167.0653876272514;302;49
85.40234438538316;229.80869469459674;117;138
86.05437607041307;41.67256019968677;150;8
87.08995761974421;-85.37716572043854;185;45
87.84458434023058;-106.26033917384495;248;230
89.81896371054559;-50.14462607674237;274;4
90.84087830264909;13.161401233359438;104;40
95.38429776663965;105.07237421691465;9326;1791
99.95796119170322;-114.04463586530933;111;70
102.26074013435921;-140.05481597494128;140;27
105.45978432826327;-119.64057605716525;436;610
105.55339625466954;125.23651624902115;84;1666
105.58750068737783;-71.43420859436179;136;195
105.70680872503299;-149.2146510375881;793;405
108.66512385515664;-47.36228709866876;186;26
109.6401528896546;78.2493759788567;167;62
115.32484464227726;-146.8387211237275;194;5
117.38674658103191;172.94268794048554;3544;1739
118.27097250018134;-116.32677907204386;5;7
119.1003844595074;-202.70433633516055;402;40
121.1439682156252;-208.08144087705563;263;70
122.5685537689189;1.4693250783085356;4;6
123.6767615351026;-172.34870546202038;317;33
124.27249817337737;-83.68900499216916;316;43
125.05162179394155;-44.017227877838685;243;77
125.83624901958986;-118.1712509788567;26082;1619
126.24265176551745;52.33298257635083;228;122
126.99445967056174;-51.08249314800314;236;94
127.9928589211966;71.24663518010964;121;107
129.95443170327331;-181.0708692247455;4;3
130.50131128816366;52.67686716914644;349;24
130.67241808924493;-48.393940877055606;139;70
131.5726900708724;-185.1349598668755;131;5
131.6159523424871;41.61003572826939;275;44
132.81002663195184;44.20480129209084;302;30
133.3217211127643;-168.06577916992953;8;6
133.7260278261394;-112.04385277995303;7;6
133.91469654108067;32.012529365700864;214;63
134.16773641180583;3.1887480422866097;273;33
134.39209670830493;100.8519723962412;213;6
134.89449358006897;-171.72346074784653;323;34
134.9995181941243;-209.39445477682068;111;41
135.4148087211355;-164.06421299921692;305;54
136.47994744117463;13.317712411902898;62;24
137.31860297308734;-80.37520800704777;128;32
137.37582261056127;98.72614036805012;183;85
137.99427304877733;-153.96651086530935;88;44
138.04735404055407;123.04815974941269;44;23
138.6001474394237;313.74779757243545;95;64
138.76412800680993;146.55736100234927;94;94
139.1534731055234;-154.71680452231794;335;34
139.25523562132796;-105.7288811667972;154;57
141.42084826554427;-228.08927173061866;115;37
141.56493414323418;-112.04385277995303;138;53
142.42148684672316;-133.8648933046202;137;53
142.77640517284914;-4.658073120595145;160;125
142.9301970527095;-230.7778240015662;327;33
142.98680656594973;33.79447680109632;223;8
143.00215232608684;74.49790769381363;145;62
143.52740404521538;-73.65382732967895;315;6
143.62434048011158;91.03563038371183;187;57
143.9182357662146;-209.67581489819892;219;7
144.16467515486207;111.57491924432264;86;137
145.13204197754504;-18.007047768206736;274;31
145.53979603301715;117.20212167188724;116;5
145.58279427635648;-133.17712411902897;175;75
145.80652247020728;-215.55311521143307;113;60
146.29538764230708;-16.25636256851997;181;1777
146.69514756655445;-141.2115186961629;320;36
147.7264109090038;53.145800704776825;312;36
147.9475175982004;-160.65662930696948;285;57
148.21775374652313;73.18489379404856;101;87
148.7445523680929;-209.95717501957716;32559;64
148.78683410921957;-116.70192590054818;260;29
148.8012316506714;-208.08144087705563;548;47
148.99918793160532;-78.71830951448709;339;29
149.5261199626402;-123.4545688136257;214;33
149.58569580759004;-71.0277995301488;334;61
150.7107551595876;-94.69331196162882;281;29
151.68358645519504;-198.4526722787784;186;193
151.7627437154477;-183.38427466718875;339;39
151.86985258841622;-230.43393940877058;248;36
152.25564867020697;-82.31346662098669;287;6
152.349116912408;-194.0759592795615;193;30
152.52909643249023;-122.04776820673455;143;141
153.2383720854855;140.7113229248238;156;21
153.4144765280909;-89.22242071260769;226;26
154.7650539076175;-234.4355055794832;143;35
155.12542932474747;-79.03093187157401;113;43
156.23837663994055;-30.386893108848867;148;27
156.52162482291115;-145.05677368833204;361;39
157.0154570732916;-161.40692296397808;322;23
157.1906133706154;-113.10676879404856;706;120
157.62506106019384;-128.48778876272516;324;5
157.82137008647223;110.04306969459672;107;45
158.0013268609333;-47.299762627251376;135;169
158.2756145412328;57.74134935395458;333;36
160.03115361170455;-73.34120497259202;79;5
160.58297529556776;-187.29205413077528;252;26
160.7069302113369;-147.87037490211435;125;33
162.48273779453407;20.00783085356304;77;21
163.10361013978394;-183.79068373140174;326;29
163.4395235775662;20.820648981989038;306;43
163.639056949632;-96.0375880971026;210;22
163.67912406272663;217.3663248825372;1929;1550
163.86920883183402;-85.9086237274863;155;31
164.6112747704131;-153.05990602975726;141;55
164.83324808248423;-103.91567149569303;225;45
164.91419495917387;-158.06186374314802;347;24
165.09601314689118;-269.1053249804229;357;26
165.15264930909282;-106.13529023101019;302;27
165.81178833851848;119.26542922866093;52;4
166.18957425646573;-194.73246622944401;264;82
166.31360072780348;-99.75779414643696;330;33
166.4555420791484;-160.40653142129995;170;25
167.56160415181157;-163.53275499216917;216;26
168.76340849567544;-79.437340935787;232;102
169.49397006162712;-3.5638948707909166;160;69
170.23320936451586;-185.9790402310102;7;26
170.55676704426;-4.001566170712608;94;97
171.14943962104348;-37.70225626468285;188;32
171.65633699150513;-71.21537294440094;248;46
171.77939881969797;21.727253817541115;52;54
171.79423450926134;-149.37096221613157;79;31
172.9299919801396;-28.729994616288177;103;56
173.12160338528741;-75.21693911511355;101;94
174.0608984002428;-178.06969459671106;106;22
174.84273563038505;-76.15480618637432;227;62
175.1208154985944;-202.0790916209867;101;26
175.31315546442445;-124.04855129209085;137;24
175.47502110092407;3.1887480422866097;273;4
175.49445315095434;-29.0426169733751;28159;1607
176.2377976498234;-38.23371427173062;175;31
176.3816490142898;-0.7815558927173063;217;31
176.4259506972191;151.55931871574003;116;6
176.91880058176818;-48.36267864134691;27577;1318
177.00198653305796;-6.0023492560689125;82;95
177.09026806351608;-50.4259861981206;336;2
177.54024354200698;-210.9263043265466;294;52
178.75324559734926;-178.06969459671106;178;31
178.89830364153485;-88.03445575567737;108;28
181.46718943056723;-89.00358506264683;464;35
181.72998123312667;-137.64762382537197;162;150
183.68346236115298;-87.0965886844166;137;89
183.8611872547357;-133.05207517619422;205;29
184.43884927429573;14.255579483163666;78;88
184.58152900388413;-12.004698512137825;176;37
185.00636987211044;90.03523884103367;6;70
185.39251824143906;-142.99346613155836;135;93
186.17160777591232;-219.523419146437;334;28
186.5029820979139;-17.600638703993738;101;29
186.82649567152038;-67.43264242364918;325;35
187.2638051624276;-168.06577916992953;134;21
187.63812416771188;-39.48420370007831;1045;198
187.79729200554033;-92.72379111198121;185;24
188.22841449582717;36.51429130775255;6;83
188.23180779320913;-174.1931773688332;6;4
188.88102654978857;-49.17549676977291;322;27
189.10235726429133;-80.03132341425216;221;47
189.12910118320357;-75.65461041503525;138;37
189.44275309962416;-120.04698512137824;155;4
189.4601334256313;36.483029072043855;91;116
189.77608238918563;-130.45730961237277;261;64
190.1256646349824;-88.37834034847299;6;5
190.12939870145655;-194.3885816366484;361;267
190.99615199697448;11.348191562255288;258;86
192.7616538663117;-108.85510473766641;255;68
193.0975481006404;145.1818226311668;195;41
194.66707396804148;-204.5175460062647;261;71
194.75763737716525;-69.3709010375881;259;69
194.85394462092773;-16.131313625685202;223;105
195.69966897322078;-118.89028240015662;245;94
196.25814322973682;-197.20218285043072;274;64
196.5137939534785;-135.24043167580268;150;27
197.13352509494828;14.224317247454973;196;76
197.37475536758402;33.91952574393109;119;185
198.4945449359502;-94.69331196162882;219;113
199.16740817751244;-45.26771730618638;840;44
200.72791878887503;-392.8099916797181;7;6
200.809817658821;126.08059661315585;6308;1781
201.62931052426225;-104.5096539741582;255;62
214.35579677765077;232.09083790133127;50;22
216.32487615050903;172.06734534064213;59;76
226.40216351848048;-108.63626908770557;31911;1746
232.21143345772015;-142.7433682458888;32529;832
232.5664024687149;62.24311129600627;291;61
233.20318714603965;181.44601605324982;2618;1793
233.23129222175677;1.3442761354737667;100;31
234.0098764750308;-194.35731940093973;6;4
234.1340221687184;197.42101850039157;35;99
236.29849625165758;130.73866973375098;3;5
236.3688699465531;-151.43426977290525;128;169
238.58496158202564;-170.1916111981206;240;4
238.86268008480036;-132.05168363351606;68;3
240.32929014979385;5.345842306186375;5;6
240.40467029053434;116.9832860219264;83;78
241.41761667551387;-135.27169391151136;32537;1767
241.55461829296794;-13.348974647611591;168;34
242.65024133109077;-74.09149862960064;294;39
243.00682466010005;-92.94262676194207;9;5
243.209453903826;90.3478611981206;35;25
243.3431426430608;-44.57994812059515;105;26
243.48760296214684;114.63861834377448;235;92
243.62032159628646;-163.62654169929525;143;150
243.65724910923106;-68.80818079483164;120;25
243.90019191235191;-2.6572900352388413;163;25
244.35681965540635;-52.458031519185596;248;5
244.75234391498435;-172.75511452623337;6;5
244.98014186610143;-81.03171495693032;1194;79
245.21208114896697;-101.72731499608459;253;77
245.4221264448511;127.11225039154269;5726;1266
245.69743479716215;-161.65702084964764;4;8
245.72875808717308;-186.07282693813627;178;28
245.97530448832913;-142.89967942443226;126;92
246.3614054475707;25.103575274079876;243;71
246.73507655299258;-162.1572166209867;263;35
246.8003215017698;-14.411890661707128;264;75
247.4162156540763;18.163358946750197;111;69
247.54971401261056;-102.57139536021927;276;64
247.87861630296007;1.5943740211433048;307;54
248.44872007155055;0;69;47
248.756316398815;-1.3130138997650744;70;40
249.10946846949102;80.03132341425216;56;22
249.79557499392803;-117.63979297180893;187;36
250.1556653007501;-118.26503768598278;135;68
250.3816466425842;-214.77155931871576;313;47
250.66685039469388;-142.43074588880188;13;2
250.6905257648273;-108.66753132341427;275;69
251.00240177023758;-170.72306920516837;116;37
251.21080388196557;-132.05168363351606;10;4
251.72449763492827;1.3442761354737667;62;22
251.89973998133704;-87.78435787000784;149;53
252.57280978868445;-92.03602192638998;113;24
252.7567017986051;-164.5956710062647;627;107
252.9642970230259;-162.43857674236494;283;4
253.36743198766592;-175.00599549725922;285;82
253.78330959511047;-99.94536756068912;362;25
254.65916106096236;-206.1431822631167;215;46
256.05521086766646;-98.72614036805012;310;39
256.6475401150744;-44.017227877838685;81;48
256.94318250838296;-48.70656323414253;162;23
257.33509188719734;212.45815387627252;52;69
257.4273074757792;-156.0610806577917;336;27
257.5746357937134;-72.55964907987472;246;24
257.59500591952167;39.67177711433047;190;39
258.261983299076;-12.004698512137825;155;36
258.354144460637;-194.73246622944401;179;22
258.7753295893892;-218.9606989036805;344;24
258.95343573325187;-71.0277995301488;138;39
259.668510203843;-189.07400156617072;59;24
259.6942871986864;-239.09357870007833;178;43
259.9371138261186;-161.40692296397808;325;6
260.7425765002287;-224.90052368833204;525;22
260.99412319976113;165.06460454189508;2528;150
262.29082024928346;-215.8032130971026;342;24
263.72259051769254;-180.07047768206735;323;37
264.56627147644167;1.4068006068911512;985;331
264.9500103077651;-183.38427466718875;321;34
265.08112570335163;114.70114281519187;190;22
265.65717864638606;-232.49724696554426;454;26
265.9085407992514;-246.4714663273297;289;25
265.998407585787;-149.6835845732185;339;30
266.5067030122455;26.197753523884106;321;9
266.57833993208516;-128.300215348473;131;50
266.73010094014626;20.695600039154268;237;45
267.3333920011734;-80.62530589271731;310;49
267.47795670567734;-233.81026086530935;355;22
268.1584272919865;-226.21353758809713;183;26
268.380618571993;-212.39562940485516;350;24
268.6674764311276;-198.76529463586533;102;27
269.5103680359945;-30.01174628034456;137;30
269.6637318435306;-105.94771681675803;336;27
270.2793947149099;264.1033672670321;106;4
270.776495129134;-227.46402701644482;354;27
270.9091005854145;104.94732527407989;260;39
270.9186643282811;-94.03680501174628;99;36
271.084636347288;26.697949295223182;154;7
271.28387335723573;-46.705780148786225;325;47
271.76798182473664;-72.5909113155834;134;27
271.91473851331614;145.93211628817542;93;95
272.0980473192269;-150.96533623727487;335;85
272.1785535231919;-227.30771583790136;227;22
272.5458467690745;64.5565167384495;149;4
273.18761141172376;28.47989673061864;70;49
273.5702812171104;-118.73397122161316;139;35
273.7006505486641;52.301720340642134;198;24
273.75740239092295;34.107099158183246;331;5
274.84782565850435;-200.0783085356304;274;6
274.9089378971887;-194.0759592795615;191;33
275.0193908236407;147.7140637235709;146;72
275.0689580769899;130.45730961237277;110;61
275.37698065273975;-209.98843725528585;298;3
275.54625038956345;-165.75237372748632;174;141
276.11105041588775;35.45137529365701;227;44
276.42893522808146;66.68234876664057;167;38
276.5209794612216;-124.04855129209085;92;39
276.6782836516069;110.16811863743149;187;194
276.68695449809707;-182.7590299530149;340;23
276.98377576952487;-90.19155001957714;31986;6
277.2882588332596;-125.73671202036023;186;46
277.51130747757946;-153.84146192247456;129;35
278.1134933543305;-176.06891151135474;187;25
278.474621514076;-7.346625391542679;319;43
278.5133020656101;-91.22320379796399;296;29
279.00024378839214;-77.34277114330463;341;33
279.38753686949883;-8.003132341425216;128;29
279.74831908784654;-156.0610806577917;328;30
279.88389398642914;-17.3505408183242;191;27
280.22045911971566;-1.25048942834769;47;112
280.2445882771754;133.23964859044636;93;125
280.3790338922684;-153.96651086530935;358;24
280.85387692925264;-123.423306577917;289;107
280.9198908566562;4.001566170712608;125;27
281.8058241455834;-128.05011746280346;338;28
281.89393757224747;-186.07282693813627;340;30
281.9816480226284;-65.46312157400158;63;43
282.1045849101708;-97.2568152897416;355;26
282.1626800316437;-1940.134348081441;880;98
282.3928145810306;-81.62569743539547;202;25
282.6532442430732;-22.22744958888019;60;63
283.21900024377453;-117.3896950861394;183;30
283.47890457558344;-68.02662490211434;97;40
283.77923424600516;19.44511061080658;285;28
283.89179167254247;-93.34903582615506;117;34
284.3780171387392;-58.02270947533282;279;45
284.5233763958164;-92.25485757635083;284;49
284.7750606360246;-1575.272795125294;111;6
284.77948858070033;245.81495937744717;64;43
285.2304577843123;-173.38035924040722;146;23
285.33675825950746;-56.4595976898982;274;62
285.61742251290525;110.04306969459672;204;30
286.35936282450274;0;80;38
286.4433277214761;-158.06186374314802;250;60
286.67526178458;-140.61753621769773;147;44
286.9796654243853;-60.02349256068912;274;39
287.243877963506;-217.21001370399375;287;40
287.3514562753955;58.02270947533282;251;34
287.9943232238193;114.60735610806579;5140;5
288.0606759380705;-233.68521192247456;285;32
288.41139840729494;86.28377055599061;83;6
288.6001640130645;353.48209915818325;37;46
289.2570297120139;40.70343089271731;162;89
289.4011872225526;130.58235855520752;152;756
289.6141836839918;-21.00822239624119;264;4
289.6225657887841;-5.720989134690682;334;30
289.87566804920914;-232.09083790133127;171;20
290.6901986855801;40.98479101409554;336;6
290.8887772440982;-84.6893965348473;228;21
291.33004311852335;-186.35418705951452;314;33
291.9693782652624;32.012529365700864;191;123
292.49454440092563;-103.22790231010181;154;76
292.9401979458262;-196.0767423649178;259;47
292.9830909269982;130.73866973375098;106;28
293.14203437046984;-220.08613938919345;244;26
293.2841995304112;118.04620203602194;66;35
293.7485278468261;192.85673208692248;197;102
293.99869578619524;-94.22437842599844;187;131
294.37188887352585;-71.84061765857479;238;37
296.09188809604547;84.03288958496476;54;32
296.20729610658367;-126.45574344166015;297;59
297.03600841676194;82.03210649960846;102;128
297.7099747497501;300.43008516053254;122;82
298.1760243229405;-10.00391542678152;332;30
298.44691018714894;-65.71321945967111;213;67
298.52598562809715;144.05638214565388;223;24
298.64603456063696;-138.71053983946751;318;38
298.82736278608826;309.96506705168366;34;69
298.92951750486566;-192.45032302270948;335;28
299.25886897317486;-126.33069449882538;219;70
299.86592630212334;-97.6006998825372;24737;205
300.2043446480814;73.62256509397025;243;91
300.52377864117074;-120.73475430696946;311;43
300.7603302469695;-29.73038615896633;304;43
301.0340864438771;-106.35412588097104;282;81
301.4268239421211;-88.59717599843384;110;59
301.9475347593323;84.97075665622553;217;68
302.5460494145811;-156.0610806577917;119;35
302.8252425402576;-217.86652065387628;291;61
302.9980554769773;-182.47766983163666;230;43
303.0434138807772;-115.04502740798748;135;5
303.1372326006203;-209.95717501957716;321;37
303.9019883287432;-44.42363694205169;332;24
304.8764669677284;7.659247748629602;295;62
305.0128377651612;-181.38349158183243;273;76
305.11312999979447;-67.02623335943619;239;51
305.2868993985509;175.34988009005482;1139;1356
306.74875476129165;-199.01539252153486;154;148
307.4356822492013;-252.0986687548943;261;22
307.495473845;-96.72535728269382;160;25
307.5526169101919;47.6123849843383;303;44
307.8747672984495;-201.42258467110418;264;4
308.4848618109945;-8.003132341425216;131;25
309.37294389915775;76.46742854346124;175;52
310.33184426040725;16.006264682850432;187;42
310.58879838403584;-23.321627838684417;374;149
310.78247473181796;84.62687206342991;35;30
311.45854077883064;-29.32397709475333;47;54
317.70162361016446;10.00391542678152;246;39
319.7409930701638;-101.19585698903681;432;136
320.00234592741026;44.57994812059515;426;61
321.5075494951492;143.55618637431482;146;83
324.5687544894034;-177.03804081832422;1097;41
325.24495244288664;-167.53432116288178;29636;594
329.2967142124699;-110.41821652310102;63;161
332.76292004811734;-25.134837509788568;27230;1728
338.47844383003917;-2.6885522709475334;90;5
339.2989255555098;-106.44791258809711;255;4
343.577919201467;-42.95431186374315;3;8
348.14138902867666;170.72306920516837;3;5
348.6547797283712;-189.69924628034457;312;24
349.1708616741098;35.29506411511355;133;65
350.67026415033155;-180.3518378034456;223;61
352.86985375286406;22.133662881754113;301;49
353.0596311159685;16.69403386844166;108;83
353.56982378533155;-122.70427515661709;296;71
354.00831170421304;-186.7605961237275;274;30
354.10631452992084;6.221184906029758;220;111
354.2090158099603;-128.3314775841817;293;224
354.2807440724255;-55.084059318715745;175;72
354.5533517331206;-11.629551683633517;282;25
354.6179530965366;72.49712460845733;222;33
354.98170193395634;-179.97669097494128;238;57
356.891349030556;8.003132341425216;103;37
357.39274747660926;-12.004698512137825;289;54
357.8880138826468;-30.418155344557558;257;32
358.6902948362465;-114.1696848081441;261;80
359.8414195009632;-158.06186374314802;192;6
359.90414337442445;74.68548110806579;222;93
360.02614584821595;-115.3576497650744;250;91
360.03614978089945;-127.8312818128426;332;30
360.2828961422553;-213.8024300117463;324;32
360.6163833536257;400.1566170712608;34;21
362.3742238679833;-80.59404365700863;8;7
362.72100351371574;-195.2326620007831;276;63
362.87606927481596;-74.71674334377448;293;51
362.97583029459986;-222.46206930305405;272;33
364.3999794581578;-181.0708692247455;276;64
365.1718921492217;74.43538322239625;136;33
365.4201303320857;-200.4534553641347;347;26
365.5873368763039;96.0375880971026;229;21
365.76763799491266;225.43198169537982;77;182
369.2097325676977;-124.04855129209085;235;30
369.4474142034658;14.318103954581051;143;40
370.22027925564873;121.391261256852;46;78
370.38480374932817;-71.21537294440094;99;33
370.5699290022083;-136.05324980422867;5;5
370.59283000860773;-211.27018891934222;151;60
370.61503103704314;-78.40568715740017;100;53
371.66653190765345;-2.6572900352388413;72;49
371.8897465364691;95.06845879013314;348;42
372.6508847587384;-154.4979688723571;247;37
372.8179034449622;-119.359215935787;330;38
373.04793697393586;30.418155344557558;228;40
373.2262966417437;-91.34825274079876;227;63
373.36062036291;89.62882977682068;312;43
373.78044849839324;27.22940730227095;59;61
374.0362926431503;-153.59136403680503;123;30
374.10276886239626;-14.693250783085357;340;21
374.26526938338293;-104.04072043852781;243;47
375.26284971559556;14.193055011746281;5;4
375.44788330406794;-102.13372406029758;131;156
375.66017697012796;221.4304155246672;41;42
375.7439870271549;-86.69017962020361;325;40
376.2594438875229;77.37403337901331;300;54
376.5765215465867;-207.61250734142524;301;38
376.65492509937746;-222.08692247454974;336;34
377.2887064953747;24.540855031323417;7;60
377.3251213771183;-239.2186276429131;358;20
377.44377665754115;-136.05324980422867;294;27
378.56073738560417;46.58073120595145;162;77
379.02942956770875;52.301720340642134;195;40
379.0816894803113;-201.07870007830854;318;24
379.433369850198;125.14272954189508;85;4
379.502667894689;-56.89726898981989;123;144
379.70946360278134;-46.54946897024276;335;65
379.8915225354111;-24.00939702427565;110;28
379.99276854762417;-132.3330437548943;191;27
380.1018780360812;-57.77261158966328;124;4
380.24314842319285;242.97009592795618;37;34
380.3178085012334;-194.0759592795615;322;26
380.50868146014244;126.11185884886454;170;4
381.26230766278667;-44.57994812059515;156;81
