TRACING ASCII File
Created by MP-OS program
COMMENT
 
HEADER
Start at: 	16-12-21 11:46 AM
Timebase: 	0.5 sec.
Operator: 	ME            90° Magnet
Operator units: 	A
Monitor1: 	FC7a         ME Moveable
Monitor1 units: 	% f.s.
 
 
 
 
 
 
 
 
DATA
O setting 	M1 reading 	
119.337 	0.00	 
119.387 	0.00	 
119.437 	0.00	 
119.487 	0.00	 
119.537 	0.00	 
119.587 	0.00	 
119.637 	0.00	 
119.687 	0.00	 
119.737 	0.00	 
119.787 	0.00	 
119.837 	0.00	 
119.887 	0.00	 
119.938 	0.00	 
119.988 	0.00	 
120.038 	0.00	 
120.088 	0.00	 
120.138 	0.00	 
120.188 	0.00	 
120.238 	0.00	 
120.288 	0.00	 
120.338 	0.00	 
120.388 	0.00	 
120.438 	0.00	 
120.488 	0.00	 
120.538 	0.00	 
120.588 	0.00	 
120.638 	0.00	 
120.688 	0.00	 
120.738 	0.00	 
120.788 	0.00	 
120.838 	0.00	 
120.888 	0.00	 
120.938 	0.00	 
120.988 	0.00	 
121.038 	0.00	 
121.088 	0.00	 
121.138 	0.00	 
121.188 	0.00	 
121.238 	0.00	 
121.288 	0.00	 
121.338 	0.00	 
121.388 	0.00	 
121.438 	0.00	 
121.488 	0.00	 
121.539 	0.00	 
121.589 	0.00	 
121.639 	0.00	 
121.689 	0.00	 
121.739 	0.00	 
121.789 	0.00	 
121.839 	0.00	 
121.889 	0.00	 
121.939 	0.00	 
121.989 	0.00	 
122.039 	0.00	 
122.089 	0.00	 
122.139 	0.00	 
122.189 	0.00	 
122.239 	0.00	 
122.289 	0.00	 
122.339 	0.00	 
122.389 	0.00	 
122.439 	0.00	 
122.489 	0.00	 
122.539 	0.00	 
122.589 	0.00	 
122.639 	0.00	 
122.689 	0.00	 
122.739 	0.00	 
122.789 	0.00	 
122.839 	0.00	 
122.889 	0.00	 
122.939 	0.00	 
122.989 	0.00	 
123.039 	0.00	 
123.089 	0.00	 
123.140 	0.00	 
123.190 	0.00	 
123.240 	0.00	 
123.290 	0.00	 
123.340 	0.00	 
123.390 	0.00	 
123.440 	0.00	 
123.490 	0.00	 
123.540 	0.00	 
123.590 	0.00	 
123.640 	0.00	 
123.690 	0.00	 
123.740 	0.00	 
123.790 	0.00	 
123.840 	0.00	 
123.890 	0.00	 
123.940 	0.00	 
123.990 	0.00	 
124.040 	0.00	 
124.090 	0.00	 
124.140 	0.00	 
124.190 	0.00	 
124.240 	0.00	 
124.290 	0.00	 
124.340 	0.00	 
124.390 	0.00	 
124.440 	0.00	 
124.490 	0.00	 
124.540 	0.00	 
124.590 	0.00	 
124.640 	0.00	 
124.690 	0.00	 
124.741 	0.00	 
124.791 	0.00	 
124.841 	0.00	 
124.891 	0.00	 
124.941 	0.00	 
124.991 	0.00	 
125.041 	0.00	 
125.091 	0.00	 
125.141 	0.00	 
125.191 	0.00	 
125.241 	0.00	 
125.291 	0.00	 
125.341 	0.00	 
125.391 	0.00	 
125.441 	0.00	 
125.491 	0.00	 
125.541 	0.00	 
125.591 	0.00	 
125.641 	0.00	 
125.691 	0.00	 
125.741 	0.00	 
125.791 	0.00	 
125.841 	0.00	 
125.891 	0.00	 
125.941 	0.00	 
125.991 	0.00	 
126.041 	0.00	 
126.091 	0.00	 
126.141 	0.00	 
126.191 	0.00	 
126.241 	0.00	 
126.291 	0.00	 
126.342 	0.00	 
126.392 	0.00	 
126.442 	0.00	 
126.492 	0.00	 
126.542 	0.00	 
126.592 	0.00	 
126.642 	0.00	 
126.692 	0.00	 
126.742 	0.00	 
126.792 	0.00	 
126.842 	0.00	 
126.892 	0.00	 
126.942 	0.00	 
126.992 	0.00	 
127.042 	0.00	 
127.092 	0.00	 
127.142 	0.00	 
127.192 	0.00	 
127.242 	0.00	 
127.292 	0.00	 
127.342 	0.00	 
127.392 	0.00	 
127.442 	0.00	 
127.492 	0.00	 
127.542 	0.00	 
127.592 	0.00	 
127.642 	0.00	 
127.692 	0.00	 
127.742 	0.00	 
127.792 	0.00	 
127.842 	0.00	 
127.892 	0.00	 
127.943 	0.00	 
127.993 	0.00	 
128.043 	0.00	 
128.093 	0.00	 
128.143 	0.00	 
128.193 	0.07	 
128.243 	0.78	 
128.293 	0.78	 
128.343 	2.78	 
128.393 	3.98	 
128.443 	4.20	 
128.493 	4.20	 
128.543 	3.81	 
128.593 	2.20	 
128.643 	2.20	 
128.693 	0.00	 
128.743 	0.00	 
128.793 	0.00	 
128.843 	0.00	 
128.893 	0.00	 
128.943 	0.00	 
128.993 	0.00	 
129.043 	0.00	 
129.093 	0.00	 
129.143 	0.00	 
129.193 	0.00	 
129.243 	0.00	 
129.293 	0.00	 
129.343 	0.00	 
129.393 	0.00	 
129.443 	0.00	 
129.493 	0.00	 
129.544 	0.00	 
129.594 	0.00	 
129.644 	0.00	 
129.694 	0.00	 
129.744 	0.00	 
129.794 	0.00	 
129.844 	0.00	 
129.894 	0.00	 
129.944 	0.00	 
129.994 	0.00	 
130.044 	0.00	 
130.094 	0.00	 
130.144 	0.00	 
130.194 	0.00	 
130.244 	0.00	 
130.294 	0.00	 
130.344 	0.00	 
130.394 	0.00	 
130.444 	0.00	 
130.494 	0.00	 
130.544 	0.00	 
130.594 	0.00	 
130.644 	0.00	 
130.694 	0.00	 
130.744 	0.00	 
130.794 	0.00	 
130.844 	0.00	 
130.894 	0.00	 
130.944 	0.00	 
130.994 	0.00	 
131.044 	0.00	 
131.094 	0.00	 
131.145 	0.00	 
131.195 	0.00	 
131.245 	0.00	 
131.295 	0.00	 
131.345 	0.00	 
131.395 	0.00	 
131.445 	0.00	 
131.495 	0.00	 
131.545 	0.00	 
131.595 	0.00	 
131.645 	0.00	 
131.695 	0.00	 
131.745 	0.00	 
131.795 	0.00	 
131.845 	0.00	 
131.895 	0.00	 
131.945 	0.00	 
131.995 	0.00	 
132.045 	0.00	 
132.095 	0.00	 
132.145 	0.00	 
132.195 	0.00	 
132.245 	0.00	 
132.295 	0.00	 
132.345 	0.00	 
132.395 	0.00	 
132.445 	0.00	 
132.495 	0.00	 
132.545 	0.00	 
132.595 	0.00	 
132.645 	0.00	 
132.695 	0.00	 
132.746 	0.00	 
132.796 	0.00	 
132.846 	0.00	 
132.896 	0.00	 
132.946 	0.00	 
132.996 	0.00	 
133.046 	0.00	 
133.096 	0.00	 
133.146 	0.00	 
133.196 	0.00	 
133.246 	0.00	 
133.296 	0.00	 
133.346 	0.00	 
133.396 	0.00	 
133.446 	0.00	 
133.496 	0.00	 
133.546 	0.00	 
133.596 	0.00	 
133.646 	0.00	 
133.696 	0.00	 
133.746 	0.00	 
133.796 	0.00	 
133.846 	0.00	 
133.896 	0.00	 
133.946 	0.00	 
133.996 	0.00	 
134.046 	0.00	 
134.096 	0.00	 
134.146 	0.00	 
134.196 	0.00	 
134.246 	0.00	 
134.296 	0.00	 
134.347 	0.00	 
134.397 	0.00	 
134.447 	0.00	 
134.497 	0.00	 
134.547 	0.00	 
134.597 	0.00	 
134.647 	0.00	 
134.697 	0.00	 
134.747 	0.00	 
134.797 	0.00	 
134.847 	0.00	 
134.897 	0.00	 
134.947 	0.00	 
134.997 	0.00	 
135.047 	0.00	 
135.097 	0.00	 
135.147 	0.00	 
135.197 	0.00	 
135.247 	0.00	 
135.297 	0.00	 
135.347 	0.00	 
135.397 	0.00	 
135.447 	0.00	 
135.497 	0.00	 
135.547 	0.00	 
135.597 	0.00	 
135.647 	0.00	 
135.697 	0.00	 
135.747 	0.00	 
135.797 	0.00	 
135.847 	0.00	 
135.897 	0.00	 
135.948 	0.00	 
135.998 	0.00	 
136.048 	0.00	 
136.098 	0.00	 
136.148 	0.00	 
136.198 	0.00	 
136.248 	0.00	 
136.298 	0.00	 
136.348 	0.00	 
136.398 	0.00	 
136.448 	0.00	 
136.498 	0.00	 
136.548 	0.00	 
136.598 	0.00	 
136.648 	0.00	 
136.698 	0.00	 
136.748 	0.00	 
136.798 	0.00	 
136.848 	0.00	 
136.898 	0.00	 
136.948 	0.00	 
136.998 	0.00	 
137.048 	0.00	 
137.098 	0.00	 
137.148 	0.00	 
137.198 	0.00	 
137.248 	0.00	 
137.298 	0.00	 
137.348 	0.00	 
137.398 	0.00	 
137.448 	0.00	 
137.498 	0.00	 
137.549 	0.00	 
137.599 	0.00	 
137.649 	0.00	 
137.699 	0.00	 
137.749 	0.00	 
137.799 	0.00	 
137.849 	0.00	 
137.899 	0.00	 
137.949 	0.00	 
137.999 	0.00	 
138.049 	0.00	 
138.099 	0.00	 
138.149 	0.00	 
138.199 	0.00	 
138.249 	0.00	 
138.299 	0.00	 
138.349 	0.00	 
138.399 	0.02	 
138.449 	0.22	 
138.499 	0.63	 
138.549 	1.44	 
138.599 	1.76	 
138.649 	1.76	 
138.699 	1.83	 
138.749 	1.59	 
138.799 	1.59	 
138.849 	1.00	 
138.899 	0.32	 
138.949 	0.10	 
138.999 	0.00	 
139.049 	0.00	 
139.099 	0.00	 
139.150 	0.00	 
139.200 	0.00	 
139.250 	0.00	 
139.300 	0.00	 
139.350 	0.00	 
139.400 	0.00	 
139.450 	0.00	 
139.500 	0.00	 
139.550 	0.00	 
139.600 	0.00	 
139.650 	0.00	 
139.700 	0.00	 
139.750 	0.00	 
139.800 	0.00	 
139.850 	0.00	 
139.900 	0.00	 
139.950 	0.00	 
140.000 	0.00	 
